Dataset	Cell_type	MODEL	NGENES	BETA	BETA_STD	SE	P	Marginal.P	PS
DropViz_HC_level2	Neuron_Slc17a7_Rgs14.6_4	609	15085	0.011959	0.033209	0.0099408	0.11449	0.003933	0.391319924889554
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Nptx2.5_3	610	15085	0.019243	0.053517	0.011007	0.040222	0.0027854	0.546174141940544
DropViz_HC_level2	Neuron_Slc17a7_Calb2-Vgll3.6_5	610	15085	0.010396	0.029069	0.0086311	0.11422	0.0068414	0.435252170194274
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Inhba.6_7	611	15085	0.019299	0.053588	0.010584	0.03414	0.00099658	0.488669808088247
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Nptx2.5_3	611	15085	0.013918	0.038706	0.011548	0.11408	0.0027854	0.368981997381761
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Kitl.5_4	612	15085	0.019606	0.054597	0.010924	0.036355	0.00085817	0.469417992064626
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Grm5.5_5	612	15085	0.0099325	0.028265	0.006723	0.069798	0.0015126	0.409944651127197
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Kitl.5_4	613	15085	0.032036	0.089214	0.01498	0.016243	0.00085817	0.583524064747038
DropViz_HC_level2	Neuron_Slc17a7_Dcn-Pou3f1.5_6	613	15085	-0.0048162	-0.013327	0.01637	0.6157	0.010396	0.106211115927399
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Kitl.5_4	614	15085	0.022213	0.061858	0.013459	0.04944	0.00085817	0.425877308592497
DropViz_HC_level2	Neuron_Slc17a7_FIbcd1-Inhba.5_7	614	15085	0.0086787	0.024173	0.013613	0.26189	0.0030622	0.231459367663708
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Kitl.5_4	615	15085	0.020664	0.057544	0.011616	0.037644	0.00085817	0.464483383353655
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Nos1.6_1	615	15085	0.012941	0.035752	0.011871	0.13785	0.0025342	0.331487089951439
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Grm5.6_2	616	15085	0.018927	0.052021	0.0080335	0.0092429	0.00013564	0.525955455327874
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Kitl.5_4	616	15085	0.015507	0.043184	0.010647	0.07263	0.00085817	0.371404268808159
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Kitl.5_4	617	15085	0.021579	0.060092	0.010996	0.024869	0.00085817	0.52319583980195
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-St18.6_3	617	15085	0.011638	0.032014	0.010329	0.12995	0.0035462	0.361689011190571
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Kitl.5_4	618	15085	0.021839	0.060816	0.011009	0.023658	0.00085817	0.530266054484628
DropViz_HC_level2	Neuron_Slc17a7_Rgs14.6_4	618	15085	0.010222	0.028385	0.0094602	0.13996	0.003933	0.355051165505268
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Kitl.5_4	619	15085	0.023237	0.06471	0.010935	0.016798	0.00085817	0.578765649113012
DropViz_HC_level2	Neuron_Slc17a7_Calb2-Vgll3.6_5	619	15085	0.0077531	0.02168	0.0088727	0.19112	0.0068414	0.331982445806605
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Kitl.5_4	620	15085	0.018937	0.052737	0.010736	0.038884	0.00085817	0.459893294882595
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Inhba.6_7	620	15085	0.01715	0.047621	0.010183	0.046081	0.00099658	0.445271871603128
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Grm5.5_5	621	15085	0.013574	0.038627	0.0066519	0.020657	0.0015126	0.59743543109805
DropViz_HC_level2	Neuron_Slc17a7_Dcn-Pou3f1.5_6	621	15085	0.0099897	0.027643	0.011811	0.19884	0.010396	0.35373118575633
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Grm5.5_5	622	15085	0.011766	0.033484	0.0066219	0.037804	0.0015126	0.504369889314372
DropViz_HC_level2	Neuron_Slc17a7_FIbcd1-Inhba.5_7	622	15085	0.014914	0.041541	0.010882	0.085274	0.0030622	0.425297388410729
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Grm5.5_5	623	15085	0.012061	0.034322	0.0062204	0.026267	0.0015126	0.560437907406757
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Nos1.6_1	623	15085	0.01735	0.047934	0.010329	0.046507	0.0025342	0.513251159175545
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Grm5.6_2	624	15085	0.019911	0.054724	0.0084764	0.0094205	0.00013564	0.523818297035516
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Grm5.5_5	624	15085	0.0070837	0.020159	0.0069138	0.15279	0.0015126	0.289299734102023
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Grm5.5_5	625	15085	0.012243	0.03484	0.0063261	0.026487	0.0015126	0.559153530425179
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-St18.6_3	625	15085	0.014328	0.039416	0.0096549	0.068909	0.0035462	0.474127261720116
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Grm5.5_5	626	15085	0.01228	0.034946	0.0063999	0.027514	0.0015126	0.553295606602505
DropViz_HC_level2	Neuron_Slc17a7_Rgs14.6_4	626	15085	0.012487	0.034676	0.0089352	0.081134	0.003933	0.453501838446399
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Grm5.5_5	627	15085	0.013041	0.037112	0.0062609	0.018635	0.0015126	0.613298365771165
DropViz_HC_level2	Neuron_Slc17a7_Calb2-Vgll3.6_5	627	15085	0.010522	0.029422	0.0082545	0.10122	0.0068414	0.45949204882419
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Inhba.6_7	628	15085	0.019305	0.053605	0.0095269	0.021375	0.00099658	0.556422004568252
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Grm5.5_5	628	15085	0.011302	0.032162	0.0061821	0.033773	0.0015126	0.521732770163206
DropViz_HC_level2	Neuron_Slc17a7_FIbcd1-Inhba.5_7	629	15085	NA	NA	NA	NA	0.0030622	NA
DropViz_HC_level2	Neuron_Slc17a7_Dcn-Pou3f1.5_6	629	15085	NA	NA	NA	NA	0.010396	NA
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Nos1.6_1	630	15085	0.020555	0.056788	0.011586	0.038037	0.0025342	0.546882406436513
DropViz_HC_level2	Neuron_Slc17a7_Dcn-Pou3f1.5_6	630	15085	0.0098833	0.027349	0.01239	0.21253	0.010396	0.33914997656773
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Grm5.6_2	631	15085	0.022697	0.062384	0.0078938	0.0020209	0.00013564	0.69667149228202
DropViz_HC_level2	Neuron_Slc17a7_Dcn-Pou3f1.5_6	631	15085	0.0067697	0.018733	0.011432	0.27688	0.010396	0.281225822298458
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-St18.6_3	632	15085	0.017478	0.048082	0.010866	0.053863	0.0035462	0.517790555834914
DropViz_HC_level2	Neuron_Slc17a7_Dcn-Pou3f1.5_6	632	15085	0.01044	0.02889	0.012641	0.20443	0.010396	0.347659545708622
DropViz_HC_level2	Neuron_Slc17a7_Rgs14.6_4	633	15085	0.015558	0.043202	0.0092983	0.047156	0.003933	0.551480583275739
DropViz_HC_level2	Neuron_Slc17a7_Dcn-Pou3f1.5_6	633	15085	0.012288	0.034003	0.011825	0.14938	0.010396	0.41636503517211
DropViz_HC_level2	Neuron_Slc17a7_Calb2-Vgll3.6_5	634	15085	0.012803	0.035802	0.0086276	0.068914	0.0068414	0.536614476482797
DropViz_HC_level2	Neuron_Slc17a7_Dcn-Pou3f1.5_6	634	15085	0.014077	0.038952	0.011619	0.11286	0.010396	0.47775898323409
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Inhba.6_7	635	15085	0.02255	0.062618	0.010369	0.014834	0.00099658	0.609278406980441
DropViz_HC_level2	Neuron_Slc17a7_Dcn-Pou3f1.5_6	635	15085	0.0085915	0.023774	0.011947	0.23604	0.010396	0.316173531219772
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Nos1.6_1	636	15085	0.017131	0.047328	0.011272	0.0643	0.0025342	0.459058545724576
DropViz_HC_level2	Neuron_Slc17a7_FIbcd1-Inhba.5_7	636	15085	0.015651	0.043592	0.011156	0.08034	0.0030622	0.435593789862786
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Grm5.6_2	637	15085	0.020754	0.057041	0.0078393	0.0040603	0.00013564	0.618325142629475
DropViz_HC_level2	Neuron_Slc17a7_FIbcd1-Inhba.5_7	637	15085	0.011802	0.032873	0.010508	0.13069	0.0030622	0.351539155502456
DropViz_HC_level2	Neuron_Slc17a7_FIbcd1-Inhba.5_7	638	15085	0.016381	0.045625	0.011276	0.073167	0.0030622	0.451750162599563
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-St18.6_3	638	15085	0.01423	0.039145	0.010472	0.087113	0.0035462	0.432577390387113
DropViz_HC_level2	Neuron_Slc17a7_FIbcd1-Inhba.5_7	639	15085	0.016927	0.047148	0.010976	0.061521	0.0030622	0.481699592649412
DropViz_HC_level2	Neuron_Slc17a7_Rgs14.6_4	639	15085	0.012951	0.035962	0.0093248	0.082455	0.003933	0.450585704023815
DropViz_HC_level2	Neuron_Slc17a7_FIbcd1-Inhba.5_7	640	15085	0.018469	0.051442	0.010685	0.041958	0.0030622	0.547813684051785
DropViz_HC_level2	Neuron_Slc17a7_Calb2-Vgll3.6_5	640	15085	0.010682	0.029871	0.0085722	0.10636	0.0068414	0.449555126711212
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Inhba.6_7	641	15085	0.019524	0.054216	0.011092	0.039191	0.00099658	0.468705433196728
DropViz_HC_level2	Neuron_Slc17a7_FIbcd1-Inhba.5_7	641	15085	0.012154	0.033853	0.011828	0.15209	0.0030622	0.32534218617254
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Grm5.6_2	642	15085	0.025115	0.069028	0.010803	0.010046	0.00013564	0.51659957438749
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Nos1.6_1	642	15085	-0.00019356	-0.00053476	0.01463	0.50528	0.0025342	0.114194808068353
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Nos1.6_1	643	15085	0.016674	0.046066	0.014712	0.12855	0.0025342	0.343171539223488
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-St18.6_3	643	15085	0.011143	0.030653	0.013523	0.20497	0.0035462	0.280915585807747
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Nos1.6_1	644	15085	0.017174	0.047447	0.01319	0.096464	0.0025342	0.391206659187058
DropViz_HC_level2	Neuron_Slc17a7_Rgs14.6_4	644	15085	0.010545	0.029283	0.011091	0.17085	0.003933	0.319042388386055
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Nos1.6_1	645	15085	0.019375	0.053529	0.012396	0.059035	0.0025342	0.473349428419975
DropViz_HC_level2	Neuron_Slc17a7_Calb2-Vgll3.6_5	645	15085	0.0080366	0.022473	0.0098427	0.20711	0.0068414	0.315863614912393
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Inhba.6_7	646	15085	NA	NA	NA	NA	0.00099658	NA
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Nos1.6_1	646	15085	NA	NA	NA	NA	0.0025342	NA
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Grm5.6_2	647	15085	0.023502	0.064594	0.0095454	0.006912	0.00013564	0.558586577003572
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-St18.6_3	647	15085	0.0026927	0.0074075	0.011882	0.41036	0.0035462	0.157876570491873
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Grm5.6_2	648	15085	0.023347	0.064169	0.0093274	0.0061617	0.00013564	0.571489416538842
DropViz_HC_level2	Neuron_Slc17a7_Rgs14.6_4	648	15085	0.0027885	0.0077432	0.010622	0.39646	0.003933	0.167049691766994
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Grm5.6_2	649	15085	0.023646	0.06499	0.0087858	0.0035623	0.00013564	0.633018351000194
DropViz_HC_level2	Neuron_Slc17a7_Calb2-Vgll3.6_5	649	15085	0.0023416	0.0065479	0.009448	0.40213	0.0068414	0.182752897112942
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Grm5.6_2	650	15085	0.020037	0.055072	0.0097576	0.020021	0.00013564	0.439163529908678
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Inhba.6_7	650	15085	0.0087864	0.024398	0.012265	0.23688	0.00099658	0.208387186777472
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-St18.6_3	651	15085	0.014153	0.038933	0.011497	0.10917	0.0035462	0.392572954455854
DropViz_HC_level2	Neuron_Slc17a7_Rgs14.6_4	651	15085	0.012128	0.033677	0.010517	0.12444	0.003933	0.376272817505674
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-St18.6_3	652	15085	0.016138	0.044393	0.011437	0.079125	0.0035462	0.449624415250794
DropViz_HC_level2	Neuron_Slc17a7_Calb2-Vgll3.6_5	652	15085	0.0089473	0.025019	0.0098796	0.18257	0.0068414	0.341163994237846
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Inhba.6_7	653	15085	0.020971	0.058231	0.012839	0.051211	0.00099658	0.42999899233225
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-St18.6_3	653	15085	0.0076423	0.021023	0.012715	0.27392	0.0035462	0.229519148046636
DropViz_HC_level2	Neuron_Slc17a7_Rgs14.6_4	654	15085	0.014274	0.039636	0.010634	0.089767	0.003933	0.435244547946755
DropViz_HC_level2	Neuron_Slc17a7_Calb2-Vgll3.6_5	654	15085	0.0090739	0.025373	0.010042	0.18311	0.0068414	0.340571507876224
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Inhba.6_7	655	15085	0.020833	0.057849	0.012088	0.04242	0.00099658	0.457249674922276
DropViz_HC_level2	Neuron_Slc17a7_Rgs14.6_4	655	15085	0.0075701	0.021021	0.010952	0.24472	0.003933	0.254162317506496
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Inhba.6_7	656	15085	0.021857	0.060694	0.010937	0.022846	0.00099658	0.546792097445946
DropViz_HC_level2	Neuron_Slc17a7_Calb2-Vgll3.6_5	656	15085	0.0067216	0.018796	0.0093573	0.23628	0.0068414	0.289429561325372
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	657	15085	0.040151	0.11127	0.016265	0.0067895	3.8901e-05	0.49164238504163
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	657	15085	0.00222	0.0061862	0.015142	0.44172	0.0010052	0.118373189913039
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	658	15085	0.029276	0.081825	0.014257	0.020021	0.00013958	0.44058011339959
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	658	15085	0.010349	0.028837	0.013941	0.22895	0.0010052	0.213580145708639
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	659	15085	0.032808	0.090926	0.015647	0.018016	0.00010837	0.439924748033535
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	659	15085	0.0074792	0.020841	0.014786	0.30649	0.0010052	0.171323197638904
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	660	15085	0.01791	0.050052	0.013691	0.095426	0.00097117	0.338676826218751
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	660	15085	0.017807	0.04962	0.013871	0.099631	0.0010052	0.334119369266925
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Ddit4l.2_1	661	15085	0.028644	0.078449	0.011272	0.005529	0.00018554	0.604935182427215
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	661	15085	0.019642	0.054733	0.010773	0.034144	0.0010052	0.489262552110041
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Rorb-Pcdh20.2_10	662	15085	0.030723	0.084824	0.011504	0.0037895	0.00014405	0.630333580234447
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	662	15085	0.019983	0.055685	0.010644	0.030236	0.0010052	0.506872461123841
DropViz_PC_level2	Neuron_Sc17a7_Rorb-Gpr83.2_11	663	15085	0.028448	0.078312	0.012194	0.0098302	0.00035846	0.582615904018563
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	663	15085	0.020329	0.056649	0.010809	0.030006	0.0010052	0.507978702298559
DropViz_PC_level2	Neuron_Sc17a7_Fermt1.2_12	664	15085	0.02629	0.072418	0.01052	0.0062333	0.00027068	0.618151331659152
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	664	15085	0.020764	0.057861	0.010629	0.025384	0.0010052	0.532212913269412
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Calb1-Rorb-Il1rapl2.2_13	665	15085	0.032199	0.08864	0.013247	0.0075416	0.0001299	0.546145920066857
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	665	15085	0.016589	0.046227	0.011428	0.073315	0.0010052	0.378553281585841
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	666	15085	0.024138	0.067262	0.010897	0.013382	0.0010052	0.624962229776752
DropViz_PC_level2	Neuron_Sc17a7_Crym.2_16	666	15085	0.015704	0.042968	0.011255	0.081466	0.0051548	0.476015925152282
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	667	15085	0.020728	0.057761	0.011723	0.038522	0.0010052	0.471784619492191
DropViz_PC_level2	Neuron_Sc17a7_Sema3e-Nnat.2_17	667	15085	0.020563	0.056671	0.013212	0.05982	0.0014769	0.432110668050839
DropViz_PC_level2	Neuron_Sc17a7_Sema3e-Onecut2.2_18	668	15085	0.023582	0.065129	0.012146	0.026102	0.00056658	0.487666650057216
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	668	15085	0.018998	0.052938	0.011533	0.049768	0.0010052	0.434676303770521
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	669	15085	0.02385	0.066459	0.010967	0.014831	0.0010052	0.610067910272144
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Tshz2.2_2	669	15085	0.017052	0.047131	0.012112	0.079597	0.004576	0.469799842133468
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	670	15085	0.023599	0.06576	0.010562	0.012741	0.0010052	0.632073405648062
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Fos.2_4	670	15085	0.018598	0.051319	0.0099829	0.031239	0.002314	0.571134446595841
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl.2_5	671	15085	0.027568	0.075418	0.011501	0.0082711	0.00031612	0.59495675968319
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	671	15085	0.020411	0.056878	0.010748	0.028788	0.0010052	0.513982080099829
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Otof.2_6	672	15085	0.026059	0.071256	0.010369	0.0059876	0.0003699	0.647669533539959
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	672	15085	0.022073	0.061507	0.010441	0.017266	0.0010052	0.588044273781314
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Penk.2_7	673	15085	0.024022	0.066096	0.0099965	0.0081372	0.0004522	0.62473289089272
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	673	15085	0.021829	0.060828	0.010527	0.019064	0.0010052	0.573692734008504
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	674	15085	0.026844	0.074802	0.01015	0.0040909	0.0010052	0.796658531276009
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Cadm2.2_8	674	15085	0.0096649	0.027585	0.0060312	0.054535	0.011866	0.656035484419967
DropViz_PC_level2	Neuron_Sc17a7_Rorb-BC006965.2_9	675	15085	0.030403	0.083948	0.011492	0.0040826	0.00013839	0.619105466412191
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	675	15085	0.019528	0.054415	0.010723	0.03431	0.0010052	0.488559917782871
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	676	15085	0.025074	0.069871	0.010621	0.0091236	0.0010052	0.680455491932673
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Npnt.3_10	676	15085	0.013632	0.038067	0.0096962	0.079882	0.0073841	0.514870675466502
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	677	15085	0.024842	0.069225	0.010338	0.0081367	0.0010052	0.697040588689897
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Dditl.3_2	677	15085	0.017389	0.04875	0.0092517	0.030099	0.0034503	0.617936425866161
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	678	15085	0.024015	0.066918	0.011058	0.014945	0.0010052	0.608958582534767
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Tcerg1l.3_4	678	15085	0.015132	0.041888	0.011498	0.094091	0.0052267	0.449848505386053
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	679	15085	0.024924	0.069452	0.010628	0.0095199	0.0010052	0.674295483531159
DropViz_PC_level2	Neuron_Slc17a7_Bcl6-Pvalb.3_9	679	15085	0.013596	0.037672	0.0094618	0.075385	0.006735	0.516984159629197
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	680	15085	0.029118	0.08114	0.0099008	0.0016385	0.0010052	0.929215531202497
DropViz_PC_level2	Neuron_Gad1Gad2-Chat_Synpr-Slc5a7.4_8	680	15085	0.018856	0.052588	0.0078376	0.0080733	0.0048746	0.905230828552961
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	681	15085	0.02838	0.079081	0.0099157	0.0021074	0.0010052	0.892754645399239
DropViz_PC_level2	Neuron_Gad1Gad2_Pvalb-Nefm.5_2	681	15085	0.020818	0.056824	0.0077856	0.0037534	0.0017772	0.881942758568326
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tshz2-Nrep.1_3	682	15085	0.028303	0.078869	0.009925	0.0021773	0.0010052	0.88802733038597
DropViz_PC_level2	Neuron_Gad1Gad2_Pvalb-Cartpt.5_3	682	15085	0.01956	0.053796	0.0079656	0.0070391	0.0031923	0.862408772033971
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	683	15085	NA	NA	NA	NA	3.8901e-05	NA
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Tox.1_7	683	15085	NA	NA	NA	NA	0.00013958	NA
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	684	15085	NA	NA	NA	NA	3.8901e-05	NA
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Nefm.1_8	684	15085	NA	NA	NA	NA	0.00010837	NA
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	685	15085	NA	NA	NA	NA	3.8901e-05	NA
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Fos.1_9	685	15085	NA	NA	NA	NA	0.00097117	NA
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	686	15085	0.032075	0.088892	0.011535	0.0027158	3.8901e-05	0.581877411878755
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Ddit4l.2_1	686	15085	0.024596	0.067362	0.011235	0.0143	0.00018554	0.494340906354888
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	687	15085	0.032404	0.089803	0.011345	0.0021462	3.8901e-05	0.605058065840339
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Rorb-Pcdh20.2_10	687	15085	0.027234	0.075191	0.011415	0.0085254	0.00014405	0.538667806717251
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	688	15085	0.032686	0.090587	0.011661	0.0025348	3.8901e-05	0.58866966109413
DropViz_PC_level2	Neuron_Sc17a7_Rorb-Gpr83.2_11	688	15085	0.023523	0.064753	0.012247	0.027392	0.00035846	0.453446340978361
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	689	15085	0.032901	0.091182	0.011413	0.0019739	3.8901e-05	0.6132994989791
DropViz_PC_level2	Neuron_Sc17a7_Fermt1.2_12	689	15085	0.022715	0.062569	0.010516	0.015396	0.00027068	0.508078437950258
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	690	15085	0.029524	0.081823	0.012762	0.010357	3.8901e-05	0.450056318831702
DropViz_PC_level2	Neuron_Slc17a7-Slc17a6_Calb1-Rorb-Il1rapl2.2_13	690	15085	0.024169	0.066536	0.013771	0.039634	0.0001299	0.360728539524976
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	691	15085	0.037298	0.10337	0.011938	0.00089259	3.8901e-05	0.691455975994899
DropViz_PC_level2	Neuron_Sc17a7_Crym.2_16	691	15085	0.0097975	0.026806	0.011478	0.19668	0.0051548	0.308699820424113
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	692	15085	0.036365	0.10078	0.013533	0.0036074	3.8901e-05	0.553919266745309
DropViz_PC_level2	Neuron_Sc17a7_Sema3e-Nnat.2_17	692	15085	0.0094616	0.026075	0.014199	0.2526	0.0014769	0.211105888749955
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	693	15085	0.032876	0.091113	0.012614	0.0045813	3.8901e-05	0.530383323999547
DropViz_PC_level2	Neuron_Sc17a7_Sema3e-Onecut2.2_18	693	15085	0.016484	0.045524	0.012367	0.09129	0.00056658	0.3201910808939
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	694	15085	0.037053	0.10269	0.011944	0.00096211	3.8901e-05	0.68406993928599
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Tshz2.2_2	694	15085	0.011005	0.030416	0.01228	0.1851	0.004576	0.313139218739443
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	695	15085	0.035635	0.098758	0.011563	0.0010309	3.8901e-05	0.677269135624383
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Fos.2_4	695	15085	0.014034	0.038725	0.010174	0.08389	0.002314	0.408360464819124
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	696	15085	0.032243	0.089357	0.011812	0.0031731	3.8901e-05	0.566551930290713
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl.2_5	696	15085	0.022068	0.060369	0.011766	0.030368	0.00031612	0.433577036645898
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	697	15085	0.032781	0.090848	0.011635	0.0024236	3.8901e-05	0.593087479982583
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Otof.2_6	697	15085	0.020723	0.056666	0.010756	0.027021	0.0003699	0.456974685260166
DropViz_PC_level2	Neuron_Slc17a7_Syt6-Sla.1_4	698	15085	0.033406	0.092579	0.011467	0.001792	3.8901e-05	0.622820308088631
DropViz_PC_level2	Neuron_Sc17a7_Calb1-Lpl-Penk.2_7	698	15085	0.019987	0.054994	0.010137	0.024338	0.0004522	0.4824737216099
