Dataset	Cell_type	MODEL	NGENES	BETA	BETA_STD	SE	P	Marginal.P	PS
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Cpne4.3_8	410	15085	0.016583	0.046522	0.0066483	0.0063158	0.00040805	0.648977758188004
DropViz_GP_level2	Neuron_Gad1Gad2_Satb1.2_6	410	15085	0.010775	0.02952	0.0076794	0.080308	0.0041854	0.460521471280693
DropViz_GP_level2	Neuron_Gad1Gad2-Th_Adora2a-Th.3_9	411	15085	0.03499	0.095436	0.0079676	5.6682e-06	1.7605e-07	0.776765193155398
DropViz_GP_level2	Neuron_Gad1Gad2_Satb1.2_6	411	15085	0.004136	0.011331	0.0077466	0.29671	0.0041854	0.221871092378198
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Nefm.3_1	412	15085	0.027341	0.073867	0.0077521	0.00021091	9.2703e-06	0.730373798760465
DropViz_GP_level2	Neuron_Slc17a6_Tcf7l2.2_8	412	15085	0.0078514	0.021326	0.0076825	0.1534	0.0042045	0.342624904006115
DropViz_GP_level2	Neuron_Gad1Gad2_Vipr2.3_10	413	15085	0.010753	0.032123	0.0044436	0.0077693	0.0013984	0.739083985120718
DropViz_GP_level2	Neuron_Slc17a6_Tcf7l2.2_8	413	15085	0.014299	0.038839	0.0072744	0.024678	0.0042045	0.676555886586515
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pdyn.3_2	414	15085	0.023657	0.065285	0.0070797	0.0004176	2.924e-05	0.745307155365523
DropViz_GP_level2	Neuron_Slc17a6_Tcf7l2.2_8	414	15085	0.010436	0.028347	0.0074637	0.081024	0.0042045	0.459282461881311
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a.3_3	415	15085	0.026409	0.071658	0.0073823	0.00017408	9.248e-06	0.746779267733486
DropViz_GP_level2	Neuron_Slc17a6_Tcf7l2.2_8	415	15085	0.0089318	0.02426	0.0075523	0.11848	0.0042045	0.389833165530389
DropViz_GP_level2	Neuron_Gad1Gad2_Cadm2.3_4	416	15085	0.020137	0.055331	0.0062457	0.00063323	3.8122e-05	0.723821153397451
DropViz_GP_level2	Neuron_Slc17a6_Tcf7l2.2_8	416	15085	0.0098186	0.026669	0.0075604	0.097036	0.0042045	0.426323795325249
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pde1c.3_5	417	15085	0.021462	0.059156	0.0070542	0.0011755	0.00012027	0.747422179654913
DropViz_GP_level2	Neuron_Slc17a6_Tcf7l2.2_8	417	15085	0.012135	0.03296	0.0073663	0.049757	0.0042045	0.548396113991345
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a-Pde1c.3_6	418	15085	0.02447	0.067184	0.0072441	0.00036609	2.4218e-05	0.744479002759462
DropViz_GP_level2	Neuron_Slc17a6_Tcf7l2.2_8	418	15085	0.010156	0.027586	0.0074824	0.087344	0.0042045	0.445555409584283
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Tmem255a.3_7	419	15085	0.02434	0.066581	0.0079826	0.0011495	7.5422e-05	0.713035689540707
DropViz_GP_level2	Neuron_Slc17a6_Tcf7l2.2_8	419	15085	0.01035	0.028113	0.0075541	0.085331	0.0042045	0.449816783548665
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Cpne4.3_8	420	15085	0.016688	0.046818	0.0065624	0.0055	0.00040805	0.6666999771082
DropViz_GP_level2	Neuron_Slc17a6_Tcf7l2.2_8	420	15085	0.011309	0.030716	0.007614	0.068754	0.0042045	0.489293883302779
DropViz_GP_level2	Neuron_Gad1Gad2-Th_Adora2a-Th.3_9	421	15085	0.034655	0.094521	0.0078501	5.0971e-06	1.7605e-07	0.783593669063024
DropViz_GP_level2	Neuron_Slc17a6_Tcf7l2.2_8	421	15085	0.00531	0.014423	0.0076664	0.24427	0.0042045	0.25759944699764
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Nefm.3_1	422	15085	0.026265	0.07096	0.0080393	0.00054473	9.2703e-06	0.648495833045357
DropViz_GP_level2	Neuron_Gad1Gad2_Vipr2.3_10	422	15085	0.0054883	0.016396	0.0048668	0.12973	0.0013984	0.310737578413474
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Nefm.3_1	423	15085	0.022204	0.059989	0.013506	0.050104	9.2703e-06	0.258325418105705
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pdyn.3_2	423	15085	0.0091558	0.025267	0.012696	0.23542	2.924e-05	0.138542900125714
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a.3_3	424	15085	0.015684	0.042557	0.014791	0.1445	9.248e-06	0.166893153340818
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Nefm.3_1	424	15085	0.016158	0.043653	0.015269	0.14499	9.2703e-06	0.166635719987705
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Nefm.3_1	425	15085	0.021532	0.058173	0.011024	0.025406	9.2703e-06	0.316926968097151
DropViz_GP_level2	Neuron_Gad1Gad2_Cadm2.3_4	425	15085	0.0095951	0.026365	0.0090249	0.14386	3.8122e-05	0.190561987190976
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Nefm.3_1	426	15085	0.028613	0.077305	0.012953	0.013596	9.2703e-06	0.370876937845245
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pde1c.3_5	426	15085	0.0021228	0.0058511	0.012293	0.43145	0.00012027	0.093133718783284
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Nefm.3_1	427	15085	0.02054	0.055493	0.012211	0.046293	9.2703e-06	0.265151905878395
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a-Pde1c.3_6	427	15085	0.011739	0.032229	0.011716	0.1582	2.4218e-05	0.17348732880724
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Nefm.3_1	428	15085	0.022409	0.060543	0.0093475	0.0082639	9.2703e-06	0.413839411933408
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Tmem255a.3_7	428	15085	0.013039	0.035668	0.0097891	0.091435	7.5422e-05	0.252004132930659
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Nefm.3_1	429	15085	0.024772	0.066927	0.0082778	0.0013856	9.2703e-06	0.567934709162694
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Cpne4.3_8	429	15085	0.0095482	0.026787	0.0070705	0.088451	0.00040805	0.310772552309809
DropViz_GP_level2	Neuron_Gad1Gad2-Th_Adora2a-Th.3_9	430	15085	0.033688	0.091884	0.012132	0.0027495	1.7605e-07	0.379124709170356
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Nefm.3_1	430	15085	0.003803	0.010275	0.011956	0.37521	9.2703e-06	0.0845884221889837
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pdyn.3_2	431	15085	0.022446	0.061944	0.0073924	0.0011992	2.924e-05	0.644264181596155
DropViz_GP_level2	Neuron_Gad1Gad2_Vipr2.3_10	431	15085	0.0067352	0.020121	0.0047607	0.07858	0.0013984	0.387016582736309
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a.3_3	432	15085	0.025389	0.068889	0.0077065	0.0004943	9.248e-06	0.656742311415079
DropViz_GP_level2	Neuron_Gad1Gad2_Vipr2.3_10	432	15085	0.0057931	0.017306	0.004816	0.11452	0.0013984	0.32971167973605
DropViz_GP_level2	Neuron_Gad1Gad2_Cadm2.3_4	433	15085	0.019168	0.052669	0.0063389	0.0012501	3.8122e-05	0.656974577994559
DropViz_GP_level2	Neuron_Gad1Gad2_Vipr2.3_10	433	15085	0.007303	0.021817	0.0046872	0.059621	0.0013984	0.429026843466781
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pde1c.3_5	434	15085	0.019704	0.054311	0.0075784	0.0046655	0.00012027	0.594692693347045
DropViz_GP_level2	Neuron_Gad1Gad2_Vipr2.3_10	434	15085	0.0071864	0.021469	0.0048342	0.068573	0.0013984	0.407742313450808
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a-Pde1c.3_6	435	15085	0.023304	0.063981	0.0077375	0.0013009	2.4218e-05	0.625182524552935
DropViz_GP_level2	Neuron_Gad1Gad2_Vipr2.3_10	435	15085	0.00597	0.017835	0.004882	0.1107	0.0013984	0.334873493297818
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Tmem255a.3_7	436	15085	0.02313	0.063269	0.0080545	0.0020448	7.5422e-05	0.6523584931246
DropViz_GP_level2	Neuron_Gad1Gad2_Vipr2.3_10	436	15085	0.0078165	0.023351	0.0046561	0.046609	0.0013984	0.466488533374672
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Cpne4.3_8	437	15085	0.016223	0.045512	0.0064104	0.0056969	0.00040805	0.662192861480501
DropViz_GP_level2	Neuron_Gad1Gad2_Vipr2.3_10	437	15085	0.0092388	0.0276	0.0045433	0.021011	0.0013984	0.587714314901709
DropViz_GP_level2	Neuron_Gad1Gad2-Th_Adora2a-Th.3_9	438	15085	0.033866	0.092369	0.0080524	1.3095e-05	1.7605e-07	0.722924396508274
DropViz_GP_level2	Neuron_Gad1Gad2_Vipr2.3_10	438	15085	0.0039387	0.011766	0.0048038	0.20614	0.0013984	0.24027651227803
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a.3_3	439	15085	0.020653	0.056039	0.011856	0.040762	9.248e-06	0.27607423868067
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pdyn.3_2	439	15085	0.010591	0.029227	0.011505	0.17864	2.924e-05	0.164979610976007
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pdyn.3_2	440	15085	0.016428	0.045336	0.0093145	0.038901	2.924e-05	0.310990779925183
DropViz_GP_level2	Neuron_Gad1Gad2_Cadm2.3_4	440	15085	0.013102	0.036002	0.0081122	0.053154	3.8122e-05	0.288416998454379
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pdyn.3_2	441	15085	0.019913	0.054952	0.010929	0.034232	2.924e-05	0.323237849823003
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pde1c.3_5	441	15085	0.0089159	0.024575	0.011033	0.20953	0.00012027	0.173158425186038
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a-Pde1c.3_6	442	15085	0.016331	0.044837	0.010449	0.059051	2.4218e-05	0.266206575627977
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pdyn.3_2	442	15085	0.014784	0.040799	0.010238	0.074368	2.924e-05	0.248921099349499
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pdyn.3_2	443	15085	0.018221	0.050283	0.0084013	0.015057	2.924e-05	0.401908348858272
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Tmem255a.3_7	443	15085	0.015976	0.043702	0.0093595	0.043926	7.5422e-05	0.329236555240007
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pdyn.3_2	444	15085	0.021052	0.058096	0.007524	0.0025745	2.924e-05	0.571083850734509
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Cpne4.3_8	444	15085	0.011602	0.03255	0.0068366	0.04485	0.00040805	0.39779390315825
DropViz_GP_level2	Neuron_Gad1Gad2-Th_Adora2a-Th.3_9	445	15085	0.034737	0.094744	0.011067	0.00084983	1.7605e-07	0.454619850993784
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pdyn.3_2	445	15085	0.002509	0.006924	0.010252	0.40333	2.924e-05	0.0869734241885666
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a.3_3	446	15085	0.020822	0.056497	0.010597	0.024723	9.248e-06	0.319212176442195
DropViz_GP_level2	Neuron_Gad1Gad2_Cadm2.3_4	446	15085	0.0096931	0.026634	0.0089558	0.13956	3.8122e-05	0.193544476248111
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a.3_3	447	15085	0.026487	0.071868	0.011901	0.013031	9.248e-06	0.374461692963039
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pde1c.3_5	447	15085	0.0036606	0.01009	0.01166	0.37678	0.00012027	0.108145196592053
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a.3_3	448	15085	0.020072	0.054462	0.012171	0.049576	9.248e-06	0.259185719387859
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a-Pde1c.3_6	448	15085	0.01137	0.031216	0.012055	0.17281	2.4218e-05	0.16517633655468
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a.3_3	449	15085	0.021646	0.058734	0.0087582	0.0067321	9.248e-06	0.431440221192773
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Tmem255a.3_7	449	15085	0.013822	0.037808	0.0094681	0.072183	7.5422e-05	0.27691074122639
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a.3_3	450	15085	0.023976	0.065055	0.0079024	0.0012088	9.248e-06	0.579593417848665
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Cpne4.3_8	450	15085	0.010022	0.028115	0.0069678	0.075189	0.00040805	0.331587681392453
DropViz_GP_level2	Neuron_Gad1Gad2-Th_Adora2a-Th.3_9	451	15085	0.033328	0.090901	0.011983	0.0027113	1.7605e-07	0.380024297936504
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a.3_3	451	15085	0.0041405	0.011235	0.011439	0.3587	9.248e-06	0.0884530896396495
DropViz_GP_level2	Neuron_Gad1Gad2_Cadm2.3_4	452	15085	0.015817	0.043461	0.007981	0.023761	3.8122e-05	0.367549186610849
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pde1c.3_5	452	15085	0.012282	0.033854	0.0092517	0.092168	0.00012027	0.264148313727231
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a-Pde1c.3_6	453	15085	0.017389	0.047742	0.0094265	0.032552	2.4218e-05	0.322241525358787
DropViz_GP_level2	Neuron_Gad1Gad2_Cadm2.3_4	453	15085	0.012828	0.035249	0.0080434	0.055385	3.8122e-05	0.284376057544688
DropViz_GP_level2	Neuron_Gad1Gad2_Cadm2.3_4	454	15085	0.015815	0.043456	0.0068499	0.010485	3.8122e-05	0.447954347246584
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Tmem255a.3_7	454	15085	0.017617	0.04819	0.0087621	0.022194	7.5422e-05	0.401155520651379
DropViz_GP_level2	Neuron_Gad1Gad2_Cadm2.3_4	455	15085	0.01794	0.049296	0.0064932	0.0028677	3.8122e-05	0.575371659481996
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Cpne4.3_8	455	15085	0.012095	0.033931	0.0067744	0.037114	0.00040805	0.422054077419333
DropViz_GP_level2	Neuron_Gad1Gad2-Th_Adora2a-Th.3_9	456	15085	0.032236	0.087924	0.0098267	0.0005194	1.7605e-07	0.486277918839776
DropViz_GP_level2	Neuron_Gad1Gad2_Cadm2.3_4	456	15085	0.0054148	0.014879	0.0079279	0.24731	3.8122e-05	0.137312162286067
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a-Pde1c.3_6	457	15085	0.022619	0.062102	0.012521	0.035431	2.4218e-05	0.314267774123516
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pde1c.3_5	457	15085	0.0060586	0.016699	0.012385	0.31236	0.00012027	0.128919608753028
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Tmem255a.3_7	458	15085	0.0187	0.051153	0.0091028	0.019981	7.5422e-05	0.412221218711949
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pde1c.3_5	458	15085	0.015083	0.041573	0.0082492	0.033756	0.00012027	0.375435735190541
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pde1c.3_5	459	15085	0.018506	0.051009	0.0074825	0.0067	0.00012027	0.554595010504677
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Cpne4.3_8	459	15085	0.01319	0.037003	0.0067344	0.025091	0.00040805	0.472217965030117
DropViz_GP_level2	Neuron_Gad1Gad2-Th_Adora2a-Th.3_9	460	15085	0.037461	0.10218	0.010609	0.00020759	1.7605e-07	0.545246537961799
DropViz_GP_level2	Neuron_Gad1Gad2_Drd1-Pde1c.3_5	460	15085	-0.00085776	-0.0023642	0.0099218	0.53445	0.00012027	0.0694142444427146
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a-Pde1c.3_6	461	15085	0.019103	0.052448	0.0085225	0.012505	2.4218e-05	0.412255916066297
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Tmem255a.3_7	461	15085	0.015778	0.04316	0.0093021	0.044938	7.5422e-05	0.326837021467632
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a-Pde1c.3_6	462	15085	0.021827	0.059927	0.0077371	0.002396	2.4218e-05	0.567719169751021
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Cpne4.3_8	462	15085	0.011219	0.031473	0.0068878	0.051692	0.00040805	0.379601022110952
DropViz_GP_level2	Neuron_Gad1Gad2-Th_Adora2a-Th.3_9	463	15085	0.034351	0.093691	0.011134	0.0010194	1.7605e-07	0.442921847826377
DropViz_GP_level2	Neuron_Gad1Gad2_Adora2a-Pde1c.3_6	463	15085	0.0030291	0.0083166	0.010527	0.38678	2.4218e-05	0.0893735591529876
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Tmem255a.3_7	464	15085	0.020755	0.056773	0.0094303	0.013881	7.5422e-05	0.45059511575284
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Cpne4.3_8	464	15085	0.0099863	0.028016	0.0076916	0.097094	0.00040805	0.298826190004101
DropViz_GP_level2	Neuron_Gad1Gad2-Th_Adora2a-Th.3_9	465	15085	0.033286	0.090787	0.0096564	0.00028422	1.7605e-07	0.52504504944181
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Tmem255a.3_7	465	15085	0.0054447	0.014894	0.0099653	0.29241	7.5422e-05	0.129534875906474
DropViz_GP_level2	Neuron_Gad1Gad2-Th_Adora2a-Th.3_9	466	15085	0.033125	0.090348	0.0084257	4.2423e-05	1.7605e-07	0.647344241744439
DropViz_GP_level2	Neuron_Gad1Gad2_Sphkap-Cpne4.3_8	466	15085	0.0059837	0.016787	0.007092	0.19942	0.00040805	0.206601378709323
DropViz_HC_level2	Neuron_Gad1Gad2_Pvalb_Tac1.1_6	467	15085	0.0173	0.048051	0.0090255	0.027644	0.0018428	0.569898224158853
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	467	15085	0.0086632	0.024386	0.0081399	0.14361	0.0076068	0.39777992849298
DropViz_HC_level2	Neuron_Slc17a7_Nxph3-Sema3c.3_10	468	15085	0.027624	0.077625	0.0090946	0.0011954	0.0010061	0.975020641097864
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	468	15085	0.016376	0.046097	0.0069345	0.009105	0.0076068	0.963149883929006
DropViz_HC_level2	Neuron_Slc17a7_C1ql2-Cck.4_1	469	15085	0.034583	0.09607	0.0087052	3.5707e-05	0.00016577	1.17636651794705
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	469	15085	0.02075	0.058409	0.0070009	0.0015213	0.0076068	1.32989795715909
DropViz_HC_level2	Neuron_Slc17a7_C1ql2-Penk.4_2	470	15085	0.037201	0.10334	0.0088673	1.3706e-05	5.9552e-05	1.15099881021578
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	470	15085	0.020586	0.057946	0.0069882	0.0016133	0.0076068	1.31786270485481
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Lypd1.5_1	471	15085	0.027215	0.075761	0.0099644	0.0031588	0.0039244	1.03916968272733
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	471	15085	0.017386	0.04894	0.0069362	0.0061005	0.0076068	1.04523157292989
DropViz_HC_level2	Neuron_Slc17a7_Fezf2-Efna5.5_14	472	15085	0.018557	0.05127	0.009103	0.020758	0.0069352	0.779462933237089
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	472	15085	0.01411	0.039718	0.0070617	0.022861	0.0076068	0.774450785142713
DropViz_HC_level2	Neuron_Slc17a7_Fezf2-Rxfp1.5_15	473	15085	0.019166	0.053585	0.0081554	0.0093912	0.0029336	0.800473674632636
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	473	15085	0.013792	0.038823	0.0070536	0.025281	0.0076068	0.753826343858855
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Nrip3.5_2	474	15085	0.027366	0.076669	0.0090022	0.0011851	0.00097112	0.971294413070071
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	474	15085	0.016305	0.045897	0.006935	0.0093645	0.0076068	0.957389710546044
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Nptx2.5_3	475	15085	0.024286	0.067542	0.009452	0.0050992	0.0027854	0.897219992389529
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	475	15085	0.015263	0.042963	0.0069604	0.014168	0.0076068	0.872518970621806
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Kitl.5_4	476	15085	0.02755	0.07672	0.0091082	0.0012465	0.00085817	0.947130986046345
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	476	15085	0.015839	0.044586	0.0069406	0.011248	0.0076068	0.919825622979946
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Grm5.5_5	477	15085	0.014733	0.041927	0.0056815	0.00476	0.0015126	0.823463067579713
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	477	15085	0.013754	0.038715	0.0070345	0.025289	0.0076068	0.753761492095516
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	478	15085	0.016269	0.045796	0.0069385	0.0095257	0.0076068	0.953891356368268
DropViz_HC_level2	Neuron_Slc17a7_Dcn-Pou3f1.5_6	478	15085	0.022139	0.061263	0.0099504	0.01305	0.010396	0.950207976702307
DropViz_HC_level2	Neuron_Slc17a7_FIbcd1-Inhba.5_7	479	15085	0.024046	0.066976	0.0092175	0.0045484	0.0030622	0.931651793184431
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	479	15085	0.01581	0.044504	0.0069445	0.011411	0.0076068	0.916876593536316
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Nos1.6_1	480	15085	0.024822	0.068577	0.0093144	0.0038549	0.0025342	0.929830098250517
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	480	15085	0.015743	0.044314	0.0069454	0.011714	0.0076068	0.911504909066657
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Grm5.6_2	481	15085	0.022706	0.062407	0.0069839	0.00057598	0.00013564	0.837620840238878
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	481	15085	0.012616	0.035511	0.0070529	0.036843	0.0076068	0.676631284548887
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-St18.6_3	482	15085	0.020879	0.057438	0.0086058	0.0076352	0.0035462	0.864071425403708
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	482	15085	0.014856	0.041818	0.0069814	0.01668	0.0076068	0.839062502356897
DropViz_HC_level2	Neuron_Slc17a7_Rgs14.6_4	483	15085	0.018737	0.052031	0.0078783	0.0087023	0.003933	0.856602694728557
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	483	15085	0.014794	0.041644	0.0069866	0.017117	0.0076068	0.833761570246253
DropViz_HC_level2	Neuron_Slc17a7_Calb2-Vgll3.6_5	484	15085	0.016131	0.045108	0.0074482	0.015172	0.0068414	0.840221239733883
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	484	15085	0.014844	0.041783	0.0069946	0.016921	0.0076068	0.83612216582695
DropViz_HC_level2	Neuron_Slc17a7_Pvrl3-Inhba.6_7	485	15085	0.024809	0.06889	0.0086743	0.0021208	0.00099658	0.890725011803014
DropViz_HC_level2	Neuron_Gad1Gad2_Sst_Spon1.1_5	485	15085	0.014807	0.041681	0.0069692	0.016815	0.0076068	0.837410232841194
DropViz_HC_level2	Neuron_Slc17a7_Nxph3-Sema3c.3_10	486	15085	0.027951	0.078546	0.0090917	0.0010567	0.0010061	0.992890221197159
DropViz_HC_level2	Neuron_Gad1Gad2_Pvalb_Tac1.1_6	486	15085	0.022205	0.061675	0.0076864	0.0019362	0.0018428	0.992147799942563
DropViz_HC_level2	Neuron_Slc17a7_C1ql2-Cck.4_1	487	15085	0.034536	0.095939	0.0086831	3.5009e-05	0.00016577	1.17863438497324
DropViz_HC_level2	Neuron_Gad1Gad2_Pvalb_Tac1.1_6	487	15085	0.026103	0.072501	0.0077429	0.00037523	0.0018428	1.25276106817957
DropViz_HC_level2	Neuron_Slc17a7_C1ql2-Penk.4_2	488	15085	0.036476	0.10133	0.0088301	1.8178e-05	5.9552e-05	1.12197339881605
DropViz_HC_level2	Neuron_Gad1Gad2_Pvalb_Tac1.1_6	488	15085	0.02522	0.07005	0.007716	0.00054183	0.0018428	1.19440882019366
DropViz_HC_level2	Neuron_Gad1Gad2_Pvalb_Tac1.1_6	489	15085	0.023767	0.066013	0.0077031	0.0010185	0.0018428	1.09417265226471
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Lypd1.5_1	489	15085	0.028499	0.079334	0.0099803	0.0021518	0.0039244	1.10845668044846
DropViz_HC_level2	Neuron_Gad1Gad2_Pvalb_Tac1.1_6	490	15085	0.020403	0.056669	0.0077404	0.0042005	0.0018428	0.869146120563897
DropViz_HC_level2	Neuron_Slc17a7_Fezf2-Efna5.5_14	490	15085	0.019235	0.053145	0.0089988	0.016286	0.0069352	0.828269768008297
DropViz_HC_level2	Neuron_Gad1Gad2_Pvalb_Tac1.1_6	491	15085	0.019362	0.053779	0.0077943	0.0064987	0.0018428	0.799837658564106
DropViz_HC_level2	Neuron_Slc17a7_Fezf2-Rxfp1.5_15	491	15085	0.018762	0.052455	0.0081275	0.010495	0.0029336	0.781417617458779
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Nrip3.5_2	492	15085	0.028064	0.078622	0.0089985	0.00091006	0.00097112	1.00936124357876
DropViz_HC_level2	Neuron_Gad1Gad2_Pvalb_Tac1.1_6	492	15085	0.022482	0.062444	0.0076864	0.0017258	0.0018428	1.01041781380744
DropViz_HC_level2	Neuron_Gad1Gad2_Pvalb_Tac1.1_6	493	15085	0.021448	0.059572	0.0076942	0.0026593	0.0018428	0.941748816850935
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Nptx2.5_3	493	15085	0.02497	0.069445	0.0094233	0.0040314	0.0027854	0.937158021537826
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Kitl.5_4	494	15085	0.029364	0.081772	0.009101	0.00062805	0.00085817	1.04421403898383
DropViz_HC_level2	Neuron_Gad1Gad2_Pvalb_Tac1.1_6	494	15085	0.023083	0.064114	0.0076896	0.001344	0.0018428	1.05012903354522
DropViz_HC_level2	Neuron_Slc17a7_Fibcd1-Grm5.5_5	495	15085	0.015112	0.043004	0.0056285	0.0036324	0.0015126	0.865094911312544
DropViz_HC_level2	Neuron_Gad1Gad2_Pvalb_Tac1.1_6	495	15085	0.020221	0.056166	0.007727	0.0044402	0.0018428	0.860332314992703
DropViz_HC_level2	Neuron_Gad1Gad2_Pvalb_Tac1.1_6	496	15085	0.022524	0.06256	0.0076879	0.0016987	0.0018428	1.01293151762064
DropViz_HC_level2	Neuron_Slc17a7_Dcn-Pou3f1.5_6	496	15085	0.023306	0.064491	0.0099432	0.0095487	0.010396	1.01861801922222
